ted Kingdom
S0043013,P0056,Synthetic fixture product,5,2023-10-10 11:00:00,23.69,SYN0043,Netherlands
S0112010,P0045,Synthetic fixture product,6,2023-10-10 11:00:00,15.81,SYN0112,United Kingdom
S0002029,P0015,Synthetic fixture product,3,2023-10-10 11:00:00,13.43,SYN0002,Germany
S0043013,P0069,Synthetic fixture product,2,2023-10-10 12:00:00,21.41,SYN0043,Netherlands
S0112010,P0058,Synthetic fixture product,1,2023-10-10 12:00:00,12.86,SYN0112,United Kingdom
S0065026,P0065,Synthetic fixture product,3,2023-10-11 10:00:00,21.77,SYN0065,France
S0036022,P0036,Synthetic fixture product,2,2023-10-11 10:00:00,8.46,SYN0036,United Kingdom
S0023008,P0023,Synthetic fixture product,5,2023-10-11 10:00:00,11.24,SYN0023,Netherlands
S0105014,P0025,Synthetic fixture product,3,2023-10-11 10:00:00,10.95,SYN0105,France
S0106013,P0026,Synthetic fixture product,2,2023-10-11 10:00:00,12.88,SYN0106,Germany
S0031035,P0031,Synthetic fixture product,2,2023-10-11 10:00:00,15.41,SYN0031,Netherlands
S0106013,P0039,Synthetic fixture product,3,2023-10-11 11:00:00,10.04,SYN0106,Germany
S0065026,P0078,Synthetic fixture product,4,2023-10-11 11:00:00,22.64,SYN0065,France
S0036022,P0049,Synthetic fixture product,1,2023-10-11 11:00:00,11.02,SYN0036,United Kingdom
S0105014,P0038,Synthetic fixture product,2,2023-10-11 11:00:00,11.17,SYN0105,France
S0023008,P0036,Synthetic fixture product,3,2023-10-11 11:00:00,12.48,SYN0023,Netherlands
S0105014,P0051,Synthetic fixture product,1,2023-10-11 12:00:00,8.03,SYN0105,France
S0106013,P0052,Synthetic fixture product,5,2023-10-11 12:00:00,12.07,SYN0106,Germany
S0000040,P0000,Synthetic fixture product,2,2023-10-12 10:00:00,8.87,SYN0000,United Kingdom
S0040016,P0040,Synthetic fixture product,2,2023-10-12 10:00:00,10.55,SYN0040,United Kingdom
S0037020,P0037,Synthetic fixture product,2,2023-10-12 10:00:00,11.45,SYN0037,France
S0032033,P0032,Synthetic fixture product,6,2023-10-12 10:00:00,22.04,SYN0032,United Kingdom
S0097022,P0017,Synthetic fixture product,2,2023-10-12 10:00:00,18.04,SYN0097,France
S0015012,P0015,Synthetic fixture product,5,2023-10-12 10:00:00,24.5,SYN0015,Netherlands
S0097022,P0030,Synthetic fixture product,3,2023-10-12 11:00:00,16.84,SYN0097,France
S0040016,P0053,Synthetic fixture product,6,2023-10-12 11:00:00,11.71,SYN0040,United Kingdom
S0032033,P0045,Synthetic fixture product,6,2023-10-12 11:00:00,19.64,SYN0032,United Kingdom
S0000040,P0013,Synthetic fixture product,4,2023-10-12 11:00:00,9.24,SYN0000,United Kingdom
S0097022,P0043,Synthetic fixture product,5,2023-10-12 12:00:00,25.19,SYN0097,France
S0040016,P0066,Synthetic fixture product,3,2023-10-12 12:00:00,14.16,SYN0040,United Kingdom
S0032033,P0058,Synthetic fixture product,2,2023-10-12 12:00:00,23.57,SYN0032,United Kingdom
S0033028,P0033,Synthetic fixture product,5,2023-10-13 10:00:00,17.32,SYN0033,France
S0001034,P0001,Synthetic fixture product,4,2023-10-13 10:00:00,11.66,SYN0001,France
S0082009,P0002,Synthetic fixture product,3,2023-10-13 10:00:00,26.24,SYN0082,Germany
S0063034,P0063,Synthetic fixture product,2,2023-10-13 10:00:00,16.96,SYN0063,Netherlands
S0063034,P0076,Synthetic fixture product,3,2023-10-13 11:00:00,15.8,SYN0063,Netherlands
S0033028,P0046,Synthetic fixture product,2,2023-10-13 11:00:00,23.38,SYN0033,France
S0001034,P0014,Synthetic fixture product,4,2023-10-13 11:00:00,7.44,SYN0001,France
S0082009,P0015,Synthetic fixture product,4,2023-10-13 11:00:00,21.73,SYN0082,Germany
S0001034,P0027,Synthetic fixture product,1,2023-10-13 12:00:00,7.79,SYN0001,France
S0052010,P0052,Synthetic fixture product,4,2023-10-14 10:00:00,10.78,SYN0052,United Kingdom
S0110011,P0030,Synthetic fixture product,3,2023-10-14 10:00:00,18.21,SYN0110,Germany
S0038018,P0038,Synthetic fixture product,1,2023-10-14 10:00:00,16.33,SYN0038,Germany
S0110011,P0043,Synthetic fixture product,1,2023-10-14 11:00:00,14.77,SYN0110,Germany
S0052010,P0065,Synthetic fixture product,1,2023-10-14 11:00:00,7.46,SYN0052,United Kingdom
S0038018,P0051,Synthetic fixture product,3,2023-10-14 11:00:00,12.64,SYN0038,Germany
S0052010,P0078,Synthetic fixture product,6,2023-10-14 12:00:00,6.31,SYN0052,United Kingdom
S0038018,P0064,Synthetic fixture product,6,2023-10-14 12:00:00,9.29,SYN0038,Germany
S0012013,P0012,Synthetic fixture product,4,2023-10-15 10:00:00,17.06,SYN0012,United Kingdom
S0053009,P0053,Synthetic fixture product,4,2023-10-15 10:00:00,8.8,SYN0053,France
S0083009,P0003,Synthetic fixture product,5,2023-10-15 10:00:00,16.47,SYN0083,Netherlands
S0078012,P0078,Synthetic fixture product,6,2023-10-15 10:00:00,23.62,SYN0078,Germany
S0021009,P0021,Synthetic fixture product,3,2023-10-15 10:00:00,16.34,SYN0021,France
S0053009,P0066,Synthetic fixture product,6,2023-10-15 11:00:00,10.44,SYN0053,France
S0012013,P0025,Synthetic fixture product,4,2023-10-15 11:00:00,26.05,SYN0012,United Kingdom
S0083009,P0016,Synthetic fixture product,4,2023-10-15 11:00:00,20.59,SYN0083,Netherlands
S0053009,P0079,Synthetic fixture product,5,2023-10-15 12:00:00,7.4,SYN0053,France
S0083009,P0029,Synthetic fixture product,5,2023-10-15 12:00:00,30.37,SYN0083,Netherlands
S0093039,P0013,Synthetic fixture product,6,2023-10-16 10:00:00,15.94,SYN0093,France
S0003025,P0003,Synthetic fixture product,4,2023-10-16 10:00:00,12.72,SYN0003,Netherlands
S0108013,P0028,Synthetic fixture product,5,2023-10-16 10:00:00,15.68,SYN0108,United Kingdom
S0062039,P0062,Synthetic fixture product,6,2023-10-16 10:00:00,25.08,SYN0062,Germany
S0008018,P0008,Synthetic fixture product,5,2023-10-16 10:00:00,22.17,SYN0008,United Kingdom
S0108013,P0041,Synthetic fixture product,6,2023-10-16 11:00:00,13.51,SYN0108,United Kingdom
S0008018,P0021,Synthetic fixture product,6,2023-10-16 11:00:00,19.26,SYN0008,United Kingdom
S0003025,P0016,Synthetic fixture product,4,2023-10-16 11:00:00,10.13,SYN0003,Netherlands
S0062039,P0075,Synthetic fixture product,3,2023-10-16 11:00:00,17.69,SYN0062,Germany
S0062039,P0008,Synthetic fixture product,2,2023-10-16 12:00:00,19.56,SYN0062,Germany
S0008018,P0034,Synthetic fixture product,3,2023-10-16 12:00:00,21.14,SYN0008,United Kingdom
S0116009,P0036,Synthetic fixture product,3,2023-10-17 10:00:00,15.44,SYN0116,United Kingdom
S0007018,P0007,Synthetic fixture product,5,2023-10-17 10:00:00,17.78,SYN0007,Netherlands
S0096025,P0016,Synthetic fixture product,5,2023-10-17 10:00:00,25.66,SYN0096,United Kingdom
S0067022,P0067,Synthetic fixture product,2,2023-10-17 10:00:00,23.16,SYN0067,Netherlands
S0077013,P0077,Synthetic fixture product,2,2023-10-17 10:00:00,19.5,SYN0077,France
S0006022,P0006,Synthetic fixture product,3,2023-10-17 10:00:00,12.86,SYN0006,Germany
S0073015,P0073,Synthetic fixture product,2,2023-10-17 10:00:00,14.68,SYN0073,France
S0006022,P0019,Synthetic fixture product,1,2023-10-17 11:00:00,10.89,SYN0006,Germany
S0073015,P0006,Synthetic fixture product,2,2023-10-17 11:00:00,14.49,SYN0073,France
S0116009,P0049,Synthetic fixture product,2,2023-10-17 11:00:00,21.99,SYN0116,United Kingdom
S0007018,P0020,Synthetic fixture product,1,2023-10-17 11:00:00,12.32,SYN0007,Netherlands
S0067022,P0000,Synthetic fixture product,1,2023-10-17 11:00:00,24.23,SYN0067,Netherlands
S0096025,P0029,Synthetic fixture product,2,2023-10-17 11:00:00,14.65,SYN0096,United Kingdom
S0116009,P0062,Synthetic fixture product,4,2023-10-17 12:00:00,29.41,SYN0116,United Kingdom
S0067022,P0013,Synthetic fixture product,5,2023-10-17 12:00:00,29.46,SYN0067,Netherlands
S0102017,P0022,Synthetic fixture product,3,2023-10-18 10:00:00,10.4,SYN0102,Germany
S0095029,P0015,Synthetic fixture product,1,2023-10-18 10:00:00,21.91,SYN0095,Netherlands
S0070018,P0070,Synthetic fixture product,4,2023-10-18 10:00:00,11.22,SYN0070,Germany
S0080011,P0000,Synthetic fixture product,2,2023-10-18 10:00:00,15.84,SYN0080,United Kingdom
S0017011,P0017,Synthetic fixture product,4,2023-10-18 10:00:00,9.41,SYN0017,France
S0031036,P0031,Synthetic fixture product,4,2023-10-18 10:00:00,27.25,SYN0031,Netherlands
S0102017,P0035,Synthetic fixture product,5,2023-10-18 11:00:00,9.86,SYN0102,Germany
S0017011,P0030,Synthetic fixture product,1,2023-10-18 11:00:00,8.75,SYN0017,France
S0095029,P0028,Synthetic fixture product,5,2023-10-18 11:00:00,24.7,SYN0095,Netherlands
S0031036,P0044,Synthetic fixture product,3,2023-10-18 11:00:00,26.7,SYN0031,Netherlands
S0080011,P0013,Synthetic fixture product,1,2023-10-18 11:00:00,22.94,SYN0080,United Kingdom
S0070018,P0003,Synthetic fixture product,6,2023-10-18 11:00:00,8.24,SYN0070,Germany
S0102017,P0048,Synthetic fixture product,6,2023-10-18 12:00:00,5.66,SYN0102,Germany
S0035023,P0035,Synthetic fixture product,3,2023-10-19 10:00:00,6.72,SYN0035,Netherlands
S0000041,P0000,Synthetic fixture product,4,2023-10-19 10:00:00,7.93,SYN0000,United Kingdom
S0020010,P0020,Synthetic fixture product,2,2023-10-19 10:00:00,11.88,SYN0020,United Kingdom
S0098023,P0018,Synthetic fixture product,4,2023-10-19 10:00:00,28.14,SYN0098,Germany
S0055008,P0055,Synthetic fixture product,2,2023-10-19 10:00:00,11.11,SYN0055,Netherlands
S0002030,P0002,Synthetic fixture product,5,2023-10-19 10:00:00,7.77,SYN0002,Germany
S0058008,P0058,Synthetic fixture product,2,2023-10-19 10:00:00,19.13,SYN0058,Germany
S0045012,P0045,Synthetic fixture product,5,2023-10-19 10:00:00,18.36,SYN0045,France
S0098023,P0031,Synthetic fixture product,2,2023-10-19 11:00:00,25.28,SYN0098,Germany
S0035023,P0048,Synthetic fixture product,5,2023-10-19 11:00:00,6.54,SYN0035,Netherlands
S0000041,P0013,Synthetic fixture product,1,2023-10-19 11:00:00,5.83,SYN0000,United Kingdom
S0002030,P0015,Synthetic fixture product,5,2023-10-19 11:00:00,13.98,SYN0002,Germany
S0002030,P0028,Synthetic fixture product,1,2023-10-19 12:00:00,8.99,SYN0002,Germany
S0000041,P0026,Synthetic fixture product,2,2023-10-19 12:00:00,7.45,SYN0000,United Kingdom
S0056008,P0056,Synthetic fixture product,5,2023-10-20 10:00:00,15.51,SYN0056,United Kingdom
S0042015,P0042,Synthetic fixture product,6,2023-10-20 10:00:00,17.43,SYN0042,Germany
S0066026,P0066,Synthetic fixture product,5,2023-10-20 10:00:00,30.2,SYN0066,Germany
S0072015,P0072,Synthetic fixture product,5,2023-10-20 10:00:00,9.63,SYN0072,United Kingdom
S0103016,P0023,Synthetic fixture product,2,2023-10-20 10:00:00,9.37,SYN0103,Netherlands
S0107013,P0027,Synthetic fixture product,3,2023-10-20 10:00:00,14.5,SYN0107,Netherlands
S0032034,P0032,Synthetic fixture product,4,2023-10-20 10:00:00,27.92,SYN0032,United Kingdom
S0066026,P0079,Synthetic fixture product,1,2023-10-20 11:00:00,20.85,SYN0066,Germany
S0056008,P0069,Synthetic fixture product,5,2023-10-20 11:00:00,16.56,SYN0056,United Kingdom
S0103016,P0036,Synthetic fixture product,5,2023-10-20 11:00:00,8.12,SYN0103,Netherlands
S0103016,P0049,Synthetic fixture product,2,2023-10-20 12:00:00,7.16,SYN0103,Netherlands
S0066026,P0012,Synthetic fixture product,1,2023-10-20 12:00:00,31.54,SYN0066,Germany
S0041017,P0041,Synthetic fixture product,6,2023-10-21 10:00:00,16.44,SYN0041,France
S0063035,P0063,Synthetic fixture product,6,2023-10-21 10:00:00,22.06,SYN0063,Netherlands
S0010017,P0010,Synthetic fixture product,6,2023-10-21 10:00:00,20.26,SYN0010,Germany
S0088008,P0008,Synthetic fixture product,4,2023-10-21 10:00:00,14.17,SYN0088,United Kingdom
S0001035,P0001,Synthetic fixture product,2,2023-10-21 10:00:00,9.9,SYN0001,France
S0046012,P0046,Synthetic fixture product,1,2023-10-21 10:00:00,19.31,SYN0046,Germany
S0115009,P0035,Synthetic fixture product,6,2023-10-21 10:00:00,28.94,SYN0115,Netherlands
S0065027,P0065,Synthetic fixture product,2,2023-10-21 10:00:00,22.17,SYN0065,France
S0065027,P0078,Synthetic fixture product,2,2023-10-21 11:00:00,25.96,SYN0065,France
S0063035,P0076,Synthetic fixture product,3,2023-10-21 11:00:00,19.04,SYN0063,Netherlands
S0115009,P0048,Synthetic fixture product,5,2023-10-21 11:00:00,28.81,SYN0115,Netherlands
S0046012,P0059,Synthetic fixture product,5,2023-10-21 11:00:00,27.55,SYN0046,Germany
S0041017,P0054,Synthetic fixture product,4,2023-10-21 11:00:00,12.87,SYN0041,France
S0065027,P0011,Synthetic fixture product,6,2023-10-21 12:00:00,27.64,SYN0065,France
S0063035,P0009,Synthetic fixture product,6,2023-10-21 12:00:00,18.15,SYN0063,Netherlands
S0068022,P0068,Synthetic fixture product,4,2023-10-22 10:00:00,10.93,SYN0068,United Kingdom
S0101019,P0021,Synthetic fixture product,2,2023-10-22 10:00:00,26.78,SYN0101,France
S0005023,P0005,Synthetic fixture product,3,2023-10-22 10:00:00,10.09,SYN0005,France
S0100019,P0020,Synthetic fixture product,3,2023-10-22 10:00:00,29.31,SYN0100,United Kingdom
S0025008,P0025,Synthetic fixture product,5,2023-10-22 10:00:00,21.17,SYN0025,France
S0071018,P0071,Synthetic fixture product,1,2023-10-22 10:00:00,10.35,SYN0071,Netherlands
S0033029,P0033,Synthetic fixture product,4,2023-10-22 10:00:00,28.22,SYN0033,France
S0033029,P0046,Synthetic fixture product,2,2023-10-22 11:00:00,19.85,SYN0033,France
S0100019,P0033,Synthetic fixture product,1,2023-10-22 11:00:00,25.46,SYN0100,United Kingdom
S0071018,P0004,Synthetic fixture product,5,2023-10-22 11:00:00,12.53,SYN0071,Netherlands
S0005023,P0018,Synthetic fixture product,6,2023-10-22 11:00:00,15.59,SYN0005,France
S0071018,P0017,Synthetic fixture product,6,2023-10-22 12:00:00,11.71,SYN0071,Netherlands
S0100019,P0046,Synthetic fixture product,4,2023-10-22 12:00:00,25.03,SYN0100,United Kingdom
S0033029,P0059,Synthetic fixture product,4,2023-10-22 12:00:00,21.23,SYN0033,France
S0111011,P0031,Synthetic fixture product,5,2023-10-23 10:00:00,22.74,SYN0111,Netherlands
S0062040,P0062,Synthetic fixture product,3,2023-10-23 10:00:00,26.57,SYN0062,Germany
S0093040,P0013,Synthetic fixture product,5,2023-10-23 10:00:00,13.37,SYN0093,France
S0097023,P0017,Synthetic fixture product,6,2023-10-23 10:00:00,15.87,SYN0097,France
S0036023,P0036,Synthetic fixture product,2,2023-10-23 10:00:00,10.49,SYN0036,United Kingdom
S0093040,P0026,Synthetic fixture product,3,2023-10-23 11:00:00,18.49,SYN0093,France
S0111011,P0044,Synthetic fixture product,3,2023-10-23 11:00:00,21.87,SYN0111,Netherlands
S0036023,P0049,Synthetic fixture product,5,2023-10-23 11:00:00,9.64,SYN0036,United Kingdom
S0111011,P0057,Synthetic fixture product,5,2023-10-23 12:00:00,14.58,SYN0111,Netherlands
S0036023,P0062,Synthetic fixture product,4,2023-10-23 12:00:00,12.79,SYN0036,United Kingdom
S0075014,P0075,Synthetic fixture product,3,2023-10-24 10:00:00,13.87,SYN0075,Netherlands
S0076014,P0076,Synthetic fixture product,4,2023-10-24 10:00:00,21.02,SYN0076,United Kingdom
S0047012,P0047,Synthetic fixture product,2,2023-10-24 10:00:00,28.13,SYN0047,Netherlands
S0113010,P0033,Synthetic fixture product,1,2023-10-24 10:00:00,17.33,SYN0113,France
S0016012,P0016,Synthetic fixture product,6,2023-10-24 10:00:00,25.09,SYN0016,United Kingdom
S0075014,P0008,Synthetic fixture product,5,2023-10-24 11:00:00,16.68,SYN0075,Netherlands
S0016012,P0029,Synthetic fixture product,2,2023-10-24 11:00:00,23.2,SYN0016,United Kingdom
S0047012,P0060,Synthetic fixture product,1,2023-10-24 11:00:00,22.31,SYN0047,Netherlands
S0075014,P0021,Synthetic fixture product,5,2023-10-24 12:00:00,19.71,SYN0075,Netherlands
S0047012,P0073,Synthetic fixture product,2,2023-10-24 12:00:00,17.01,SYN0047,Netherlands
S0037021,P0037,Synthetic fixture product,4,2023-10-25 10:00:00,8.53,SYN0037,France
S0090008,P0010,Synthetic fixture product,4,2023-10-25 10:00:00,11.61,SYN0090,Germany
S0031037,P0031,Synthetic fixture product,5,2023-10-25 10:00:00,24.18,SYN0031,Netherlands
S0051011,P0051,Synthetic fixture product,5,2023-10-25 10:00:00,6.65,SYN0051,Netherlands
S0011016,P0011,Synthetic fixture product,2,2023-10-25 10:00:00,17.64,SYN0011,Netherlands
S0031037,P0044,Synthetic fixture product,1,2023-10-25 11:00:00,17.78,SYN0031,Netherlands
S0090008,P0023,Synthetic fixture product,2,2023-10-25 11:00:00,11.78,SYN0090,Germany
S0051011,P0064,Synthetic fixture product,4,2023-10-25 11:00:00,10.85,SYN0051,Netherlands
S0037021,P0050,Synthetic fixture product,3,2023-10-25 11:00:00,11.76,SYN0037,France
S0090008,P0036,Synthetic fixture product,4,2023-10-25 12:00:00,12.23,SYN0090,Germany
S0051011,P0077,Synthetic fixture product,2,2023-10-25 12:00:00,7.03,SYN0051,Netherlands
S0031037,P0057,Synthetic fixture product,1,2023-10-25 12:00:00,17.98,SYN0031,Netherlands
S0057009,P0057,Synthetic fixture product,4,2023-10-26 10:00:00,18.95,SYN0057,France
S0000042,P0000,Synthetic fixture product,3,2023-10-26 10:00:00,6.41,SYN0000,United Kingdom
S0085009,P0005,Synthetic fixture product,5,2023-10-26 10:00:00,9.34,SYN0085,France
S0085009,P0018,Synthetic fixture product,4,2023-10-26 11:00:00,7.88,SYN0085,France
S0096026,P0016,Synthetic fixture product,3,2023-10-27 10:00:00,15.62,SYN0096,United Kingdom
S0095030,P0015,Synthetic fixture product,3,2023-10-27 10:00:00,23.02,SYN0095,Netherlands
S0096026,P0029,Synthetic fixture product,6,2023-10-27 11:00:00,16.59,SYN0096,United Kingdom
S0095030,P0028,Synthetic fixture product,2,2023-10-27 11:00:00,17.04,SYN0095,Netherlands
S0095030,P0041,Synthetic fixture product,5,2023-10-27 12:00:00,18.21,SYN0095,Netherlands
S0096026,P0042,Synthetic fixture product,6,2023-10-27 12:00:00,22.11,SYN0096,United Kingdom
S0061007,P0061,Synthetic fixture product,5,2023-10-28 10:00:00,23.31,SYN0061,France
S0040017,P0040,Synthetic fixture product,1,2023-10-28 10:00:00,13.08,SYN0040,United Kingdom
S0032035,P0032,Synthetic fixture product,6,2023-10-28 10:00:00,19.57,SYN0032,United Kingdom
S0086009,P0006,Synthetic fixture product,3,2023-10-28 10:00:00,7.83,SYN0086,Germany
S0002031,P0002,Synthetic fixture product,6,2023-10-28 10:00:00,12.86,SYN0002,Germany
S0086009,P0019,Synthetic fixture product,6,2023-10-28 11:00:00,8.57,SYN0086,Germany
S0061007,P0074,Synthetic fixture product,1,2023-10-28 11:00:00,23.45,SYN0061,France
S0032035,P0045,Synthetic fixture product,6,2023-10-28 11:00:00,22.19,SYN0032,United Kingdom
S0086009,P0032,Synthetic fixture product,5,2023-10-28 12:00:00,7.3,SYN0086,Germany
S0061007,P0007,Synthetic fixture product,3,2023-10-28 12:00:00,20.9,SYN0061,France
S0067023,P0067,Synthetic fixture product,5,2023-10-29 10:00:00,32.33,SYN0067,Netherlands
S0001036,P0001,Synthetic fixture product,2,2023-10-29 10:00:00,8.92,SYN0001,France
S0001036,P0014,Synthetic fixture product,2,2023-10-29 11:00:00,8.65,SYN0001,France
CS0001036,P0001,Synthetic fixture return,-1,2023-10-30 00:00:00,9.0,SYN0001,France
S0006023,P0006,Synthetic fixture product,1,2023-10-30 10:00:00,13.57,SYN0006,Germany
S0081011,P0001,Synthetic fixture product,6,2023-10-30 10:00:00,19.39,SYN0081,France
S0062041,P0062,Synthetic fixture product,3,2023-10-30 10:00:00,14.82,SYN0062,Germany
S0030007,P0030,Synthetic fixture product,4,2023-10-30 10:00:00,15.06,SYN0030,Germany
S0105015,P0025,Synthetic fixture product,2,2023-10-30 10:00:00,14.87,SYN0105,France
S0035024,P0035,Synthetic fixture product,1,2023-10-30 10:00:00,8.44,SYN0035,Netherlands
S0035024,P0048,Synthetic fixture product,4,2023-10-30 11:00:00,10.43,SYN0035,Netherlands
S0062041,P0075,Synthetic fixture product,2,2023-10-30 11:00:00,24.79,SYN0062,Germany
S0006023,P0019,Synthetic fixture product,5,2023-10-30 11:00:00,16.64,SYN0006,Germany
S0081011,P0014,Synthetic fixture product,5,2023-10-30 11:00:00,16.71,SYN0081,France
S0030007,P0043,Synthetic fixture product,3,2023-10-30 11:00:00,25.17,SYN0030,Germany
S0035024,P0061,Synthetic fixture product,3,2023-10-30 12:00:00,12.28,SYN0035,Netherlands
S0006023,P0032,Synthetic fixture product,1,2023-10-30 12:00:00,11.83,SYN0006,Germany
S0081011,P0027,Synthetic fixture product,5,2023-10-30 12:00:00,24.76,SYN0081,France
CS0030007,P0030,Synthetic fixture return,-1,2023-10-31 00:00:00,21.0,SYN0030,Germany
S0007019,P0007,Synthetic fixture product,5,2023-10-31 10:00:00,20.91,SYN0007,Netherlands
S0066027,P0066,Synthetic fixture product,3,2023-10-31 10:00:00,31.3,SYN0066,Germany
S0106014,P0026,Synthetic fixture product,3,2023-10-31 10:00:00,10.21,SYN0106,Germany
S0087009,P0007,Synthetic fixture product,6,2023-10-31 10:00:00,9.49,SYN0087,Netherlands
S0092008,P0012,Synthetic fixture product,4,2023-10-31 10:00:00,10.92,SYN0092,United Kingdom
S0065028,P0065,Synthetic fixture product,1,2023-10-31 10:00:00,19.76,SYN0065,France
S0092008,P0025,Synthetic fixture product,1,2023-10-31 11:00:00,12.89,SYN0092,United Kingdom
S0007019,P0020,Synthetic fixture product,4,2023-10-31 11:00:00,10.54,SYN0007,Netherlands
S0007019,P0033,Synthetic fixture product,6,2023-10-31 12:00:00,20.93,SYN0007,Netherlands
S0050011,P0050,Synthetic fixture product,1,2023-11-01 10:00:00,21.33,SYN0050,Germany
S0031038,P0031,Synthetic fixture product,6,2023-11-01 10:00:00,25.05,SYN0031,Netherlands
S0050011,P0063,Synthetic fixture product,2,2023-11-01 11:00:00,24.22,SYN0050,Germany
S0070019,P0070,Synthetic fixture product,6,2023-11-02 10:00:00,8.79,SYN0070,Germany
S0000043,P0000,Synthetic fixture product,5,2023-11-02 10:00:00,8.89,SYN0000,United Kingdom
S0070019,P0003,Synthetic fixture product,4,2023-11-02 11:00:00,13.83,SYN0070,Germany
S0000043,P0013,Synthetic fixture product,1,2023-11-02 11:00:00,6.56,SYN0000,United Kingdom
S0070019,P0016,Synthetic fixture product,5,2023-11-02 12:00:00,12.13,SYN0070,Germany
S0015013,P0015,Synthetic fixture product,2,2023-11-03 10:00:00,21.17,SYN0015,Netherlands
S0097024,P0017,Synthetic fixture product,5,2023-11-03 10:00:00,19.86,SYN0097,France
S0005024,P0005,Synthetic fixture product,5,2023-11-03 10:00:00,16.14,SYN0005,France
S0091008,P0011,Synthetic fixture product,5,2023-11-03 10:00:00,14.8,SYN0091,Netherlands
S0027008,P0027,Synthetic fixture product,2,2023-11-03 10:00:00,22.63,SYN0027,Netherlands
S0012014,P0012,Synthetic fixture product,5,2023-11-03 10:00:00,16.35,SYN0012,United Kingdom
S0102018,P0022,Synthetic fixture product,5,2023-11-03 10:00:00,9.11,SYN0102,Germany
S0097024,P0030,Synthetic fixture product,5,2023-11-03 11:00:00,14.22,SYN0097,France
S0027008,P0040,Synthetic fixture product,2,2023-11-03 11:00:00,24.04,SYN0027,Netherlands
S0015013,P0028,Synthetic fixture product,3,2023-11-03 11:00:00,26.99,SYN0015,Netherlands
S0012014,P0025,Synthetic fixture product,3,2023-11-03 11:00:00,18.71,SYN0012,United Kingdom
S0005024,P0018,Synthetic fixture product,1,2023-11-03 11:00:00,15.83,SYN0005,France
S0012014,P0038,Synthetic fixture product,1,2023-11-03 12:00:00,25.17,SYN0012,United Kingdom
S0005024,P0031,Synthetic fixture product,6,2023-11-03 12:00:00,16.39,SYN0005,France
S0027008,P0053,Synthetic fixture product,4,2023-11-03 12:00:00,15.95,SYN0027,Netherlands
S0036024,P0036,Synthetic fixture product,2,2023-11-04 10:00:00,10.0,SYN0036,United Kingdom
S0100020,P0020,Synthetic fixture product,4,2023-11-05 10:00:00,20.16,SYN0100,United Kingdom
S0095031,P0015,Synthetic fixture product,4,2023-11-05 10:00:00,12.67,SYN0095,Netherlands
S0112011,P0032,Synthetic fixture product,4,2023-11-05 10:00:00,25.09,SYN0112,United Kingdom
S0032036,P0032,Synthetic fixture product,6,2023-11-05 10:00:00,29.81,SYN0032,United Kingdom
S0117009,P0037,Synthetic fixture product,4,2023-11-05 10:00:00,28.79,SYN0117,France
S0032036,P0045,Synthetic fixture product,5,2023-11-05 11:00:00,26.06,SYN0032,United Kingdom
S0032036,P0058,Synthetic fixture product,2,2023-11-05 12:00:00,31.02,SYN0032,United Kingdom
S0101020,P0021,Synthetic fixture product,5,2023-11-06 10:00:00,19.28,SYN0101,France
S0022010,P0022,Synthetic fixture product,2,2023-11-06 10:00:00,15.13,SYN0022,Germany
S0096027,P0016,Synthetic fixture product,6,2023-11-06 10:00:00,15.88,SYN0096,United Kingdom
S0062042,P0062,Synthetic fixture product,6,2023-11-06 10:00:00,20.66,SYN0062,Germany
S0072016,P0072,Synthetic fixture product,4,2023-11-06 10:00:00,12.03,SYN0072,United Kingdom
S0001037,P0001,Synthetic fixture product,1,2023-11-06 10:00:00,9.6,SYN0001,France
S0002032,P0002,Synthetic fixture product,1,2023-11-06 10:00:00,13.99,SYN0002,Germany
S0101020,P0034,Synthetic fixture product,3,2023-11-06 11:00:00,17.43,SYN0101,France
S0062042,P0075,Synthetic fixture product,2,2023-11-06 11:00:00,20.21,SYN0062,Germany
S0001037,P0014,Synthetic fixture product,6,2023-11-06 11:00:00,11.55,SYN0001,France
S0072016,P0005,Synthetic fixture product,1,2023-11-06 11:00:00,9.4,SYN0072,United Kingdom
S0022010,P0035,Synthetic fixture product,3,2023-11-06 11:00:00,15.21,SYN0022,Germany
S0002032,P0015,Synthetic fixture product,1,2023-11-06 11:00:00,11.66,SYN0002,Germany
S0062042,P0008,Synthetic fixture product,3,2023-11-06 12:00:00,17.19,SYN0062,Germany
S0001037,P0027,Synthetic fixture product,1,2023-11-06 12:00:00,6.63,SYN0001,France
S0022010,P0048,Synthetic fixture product,6,2023-11-06 12:00:00,12.48,SYN0022,Germany
S0042016,P0042,Synthetic fixture product,4,2023-11-07 10:00:00,20.24,SYN0042,Germany
S0041018,P0041,Synthetic fixture product,1,2023-11-07 10:00:00,19.33,SYN0041,France
S0037022,P0037,Synthetic fixture product,2,2023-11-07 10:00:00,8.22,SYN0037,France
S0071019,P0071,Synthetic fixture product,6,2023-11-07 10:00:00,9.69,SYN0071,Netherlands
S0010018,P0010,Synthetic fixture product,1,2023-11-07 10:00:00,17.65,SYN0010,Germany
S0026009,P0026,Synthetic fixture product,4,2023-11-07 10:00:00,23.73,SYN0026,Germany
S0110012,P0030,Synthetic fixture product,2,2023-11-07 10:00:00,17.93,SYN0110,Germany
